Nama,VGA,Processor,Penyimpanan,Ukuran Layar,RAM,Keyboard,Tipe Layar,Harga,0,1,2,3
ASUS TUF A15 FA506IEB R7R5B6TO11 AMD RYZEN 7 4800H 16GB 512GB RTX3050TI-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS BLACK,NVIDIA RTX3050TI,AMD Ryzen 7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,13099000,,,,
ASUS TUF A15 FA506IEB R7R5B6TO11 AMD RYZEN 7 4800H 16GB 1TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS BLACK,NVIDIA RTX3050TI,AMD Ryzen 7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,13699000,,,,
ASUS TUF A15 FA506ICB R735B6TO11 AMD RYZEN 7 4800H 8GB 512GB RTX3050-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS BLACK,NVIDIA RTX3050,AMD Ryzen 7,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,12099000,,,,
ASUS TUF A15 FA506ICB R735B6TO11 AMD RYZEN 7 4800H 16GB 512GB RTX3050-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS BLACK,NVIDIA RTX3050,AMD Ryzen 7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,12499000,,,,
ASUS ROG ZEPHYRUS M16 GU603ZM INTEL I7 12700H 40GB DDR5 2TB SSD RTX3060-6GB 16.0 WUXGA IPS 165HZ RGB WIN11HOME BLACK,NVIDIA RTX3060,Intel Core i7,2TB,16 Inch,40GB,Standart Keyboard,Non Touchscreen,23599000,,,,
ASUS ROG ZEPHYRUS M16 GU603ZM INTEL I7 12700H 40GB DDR5 1TB SSD RTX3060-6GB 16.0 WUXGA IPS 165HZ RGB WIN11HOME BLACK,NVIDIA RTX3060,Intel Core i7,1TB,16 Inch,40GB,Standart Keyboard,Non Touchscreen,22399000,,,,
ASUS ROG ZEPHYRUS M16 GU603ZM INTEL I7 12700H 16GB DDR5 2TB SSD RTX3060-6GB 16.0 WUXGA IPS 165HZ RGB WIN11HOME BLACK,NVIDIA RTX3060,Intel Core i7,2TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,21899000,,,,
ASUS ROG ZEPHYRUS M16 GU603ZM INTEL I7 12700H 16GB DDR5 1TB SSD RTX3060-6GB 16.0 WUXGA IPS 165HZ RGB WIN11HOME BLACK,NVIDIA RTX3060,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,20699000,,,,
ASUS ROG ZEPHYRUS M16 GU603ZM I936G6TO INTEL I9 12900H 16GB DDR5 1TB SSD RTX3070TI-8GB 16.0″ QHD 165HZ RGB WIN11HOME + OHS ECLIPSE BLACK,NVIDIA RTX3070TI,Intel Core i9,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,40999000,,,,
ASUS ROG ZEPHYRUS M16 GU603ZM I936G6TO INTEL I9 12900H 16GB DDR5 1TB SSD RTX3060-6GB 16.0″ QHD IPS 165HZ RGB WIN11HOME + OHS ECLIPSE BLACK,NVIDIA RTX3060,Intel Core i9,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,35499000,,,,
ASUS ROG ZEPHYRUS M16 GU603ZM I736G6TO INTEL I7 12700H 16GB DDR5 1TB SSD RTX3060-6GB 16.0″ QHD IPS 165HZ RGB WIN11HOME + OHS ECLIPSE BLACK,NVIDIA RTX3060,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,29999000,,,,
ASUS ROG ZEPHYRUS M16 GU603ZE I7R5G6TO INTEL I7 12700H 16GB 512GB RTX3050TI-4GB 16.0 QHD IPS 165HZ RGB WIN11HOME + OHS ECLIPSE BLACK,NVIDIA RTX3050TI,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,25999000,,,,
ASUS ROG ZEPHYRUS M16 GU603Z INTEL I7 12700H 40GB DDR5 512GB RTX3060-6GB 16.0 WUXGA IPS 165HZ RGB WIN11HOME BLACK,NVIDIA RTX3060,Intel Core i7,512GB,16 Inch,40GB,Standart Keyboard,Non Touchscreen,21699000,,,,
ASUS ROG ZEPHYRUS M16 GU603Z INTEL I7 12700H 16GB DDR5 512GB RTX3060-6GB 16.0 WUXGA IPS 165HZ RGB WIN11HOME BLACK,NVIDIA RTX3060,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,19999000,,,,
ASUS ROG ZEPHYRUS M16 GU603HM INTEL I9 11900H 40GB 2TB SSD RTX3060-6GB 16″ WQXGA 1PS 165HZ BL RGB WIN10HOME BLACK,NVIDIA RTX3060,Intel Core i9,2TB,16 Inch,40GB,Backlit Keyboard,Non Touchscreen,28999000,,,,
ASUS ROG ZEPHYRUS M16 GU603HM I936G6TO INTEL I9 11900H 16GB 1TB SSD RTX3060-6GB 16.0″ FHD IPS 165HZ RGB WIN11HOME + OHS ECLIPSE BLACK,NVIDIA RTX3060,Intel Core i9,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,33499000,,,,
ASUS ROG ZEPHYRUS M16 GU603HM I736G6TO INTEL I7 11800H 16GB 1TB SSD RTX3060-6GB 16.0″ FHD IPS 165HZ RGB WIN11HOME + OHS ECLIPSE BLACK,NVIDIA RTX3060,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,30999000,,,,
ASUS ROG ZEPHYRUS G16 GU603VV I946C6GO INTEL I9 13900H 16GB 1TB SSD RTX4060-6GB NEBULA 16.0 WQXGA 1PS 240HZ PKRGB WIN11HOME + OHS GREY,NVIDIA RTX4060,Intel Core i9,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,31999000,,,,
ASUS ROG ZEPHYRUS G16 GU603VI I947C6GO INTEL I9 13900H 16GB 1TB SSD RTX4070-8GB NEBULA 16.0 WQXGA 1PS 240HZ PKRGB WIN11HOME + OHS GREY,NVIDIA RTX4070,Intel Core i9,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,33999000,,,,
ASUS ROG ZEPHYRUS G15 GA503RW R97RG7GO AMD RYZEN 9 6900HS 16GB 1TB SSD RTX3070TI-8GB 15.6 WQXGA IPS 165HZ RGB WIN11HOME + OHS BLACK,NVIDIA RTX3070TI,AMD Ryzen 9,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,35999000,,,,
ASUS ROG ZEPHYRUS G15 GA503RM R936G6GO AMD RYZEN 9 6900HS 16GB 1TB SSD RTX3060-6GB 15.6 WQXGA IPS 165HZ RGB WIN11HOME + OHS BLACK,NVIDIA RTX3060,AMD Ryzen 9,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,29999000,,,,
ASUS ROG ZEPHYRUS G15 GA503RM R736G6GO AMD RYZEN 7 6800HS 16GB 512GB RTX3060-6GB 15.6″ WQHD IPS 165HZ RGB WIN11HOME + OHS ECLIPSE GREY,NVIDIA RTX3060,AMD Ryzen 7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,24499000,,,,
ASUS ROG ZEPHYRUS G14 GA402XV R946G7GO AMD RYZEN 9 7940HS 16GB DDR5 1TB SSD RTX4060-8GB NEBULA 14.0 WQXGA IPS 165HZ RGB ANIME WIN11HOME + OHS GREY,NVIDIA RTX4060,AMD Ryzen 9,1TB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,34999000,,,,
ASUS ROG ZEPHYRUS G14 GA402XV AMD RYZEN 9 7940HS 32GB DDR5 512GB RTX4060-8GB 14.0 WQXGA 165HZ BL WIN11HOME MOONLIGHT WHITE,NVIDIA RTX4060,AMD Ryzen 9,512GB,14 Inch,32GB,Backlit Keyboard,Non Touchscreen,25299000,,,,
ASUS ROG ZEPHYRUS G14 GA402XV AMD RYZEN 9 7940HS 32GB DDR5 2TB SSD RTX4060-8GB 14.0 WQXGA 165HZ BL WIN11HOME MOONLIGHT WHITE,NVIDIA RTX4060,AMD Ryzen 9,2TB,14 Inch,32GB,Backlit Keyboard,Non Touchscreen,27199000,,,,
ASUS ROG ZEPHYRUS G14 GA402XV AMD RYZEN 9 7940HS 32GB DDR5 1TB SSD RTX4060-8GB 14.0 WQXGA 165HZ BL WIN11HOME MOONLIGHT WHITE,NVIDIA RTX4060,AMD Ryzen 9,1TB,14 Inch,32GB,Backlit Keyboard,Non Touchscreen,25999000,,,,
ASUS ROG ZEPHYRUS G14 GA402XV AMD RYZEN 9 7940HS 16GB DDR5 512GB RTX4060-8GB 14.0 WQXGA 165HZ BL WIN11HOME MOONLIGHT WHITE,NVIDIA RTX4060,AMD Ryzen 9,512GB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,24499000,,,,
ASUS ROG ZEPHYRUS G14 GA402XV AMD RYZEN 9 7940HS 16GB DDR5 2TB SSD RTX4060-8GB 14.0 WQXGA 165HZ BL WIN11HOME MOONLIGHT WHITE,NVIDIA RTX4060,AMD Ryzen 9,2TB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,26399000,,,,
ASUS ROG ZEPHYRUS G14 GA402XV AMD RYZEN 9 7940HS 16GB DDR5 1TB SSD RTX4060-8GB 14.0 WQXGA 165HZ BL WIN11HOME MOONLIGHT WHITE,NVIDIA RTX4060,AMD Ryzen 9,1TB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,25199000,,,,
ASUS ROG ZEPHYRUS G14 GA402RK R9X7B7GO AMD RYZEN 9 6900HS 16GB 1TB SSD RX6800S-8GB 14″ WUXGA IPS 144HZ WIN10HOME + OHS ANIME MATRIX,NVIDIA RX6800S,AMD Ryzen 9,1TB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,29499000,,,,
ASUS ROG ZEPHYRUS G14 GA402RK AMD RYZEN 9 6900HS 32GB DDR5 2TB SSD RX6800S-8GB 14.0 WQXGA 120HZ RGB WIN11PRO WHITE ANIME MATRIX,NVIDIA RX6800S,AMD Ryzen 9,2TB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,22499000,,,,
ASUS ROG ZEPHYRUS G14 GA402RK AMD RYZEN 9 6900HS 32GB DDR5 1TB SSD RX6800S-8GB 14.0 WQXGA 120HZ RGB WIN11PRO WHITE ANIME MATRIX,NVIDIA RX6800S,AMD Ryzen 9,1TB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,21299000,,,,
ASUS ROG ZEPHYRUS G14 GA402RJ R9X6B6GO AMD RYZEN 9 6900HS 16GB 512GB RX6700S-8GB 14″ WUXGA IPS 144HZ WIN11HOME + OHS ANIME MATRIX BLACK,NVIDIA RX6700S,AMD Ryzen 9,512GB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,26999000,,,,
ASUS ROG ZEPHYRUS G14 GA402NJ R735K6GO AMD RYZEN 7 7735HS 16GB DDR5 512GB RTX4050-6GB 14.0 WUXGA IPS 144HZ RGB WIN11HOME + OHS GREY,NVIDIA RTX4050,AMD Ryzen 7,512GB,14 Inch,16GB,Standart Keyboard,Non Touchscreen,22999000,,,,
ASUS ROG ZEPHYRUS G14 GA401QC R735A6GO11 AMD RYZEN 7 5800HS 8GB 512GB RTX3050-4GB 14″ QHD IPS 120HZ IPS BL WIN11HOME + OHS GREY,NVIDIA RTX3050,AMD Ryzen 7,512GB,14 Inch,8GB,Backlit Keyboard,Non Touchscreen,20399000,,,,
ASUS ROG ZEPHYRUS DUO 16 GX650RX R98RM7TO AMD RYZEN 9 6900H 32GB 2TB SSD RTX3080TI-16GB 16.0 MINI LED WQXGA 165HZ PKRGB WIN11HOME + OHS BLACK,NVIDIA RTX3080TI,AMD Ryzen 9,2TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,54499000,,,,
ASUS ROG ZEPHYRUS DUO 16 GX650RW R97RM7TO AMD RYZEN 9 6900H 32GB 1TB SSD RTX3070TI-8GB 16.0 MINI LED WQXGA 165HZ PKRGB WIN11HOME + OHS BLACK,NVIDIA RTX3070TI,AMD Ryzen 9,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,43999000,,,,
ASUS ROG ZEPHYRUS DUO 16 GX650RM R936G7TO AMD RYZEN 9 6900H 16GB 1TB SSD RTX3060-6GB 16.0 WQXGA IPS 165HZ PKRGB WIN11HOME + OHS BLACK,NVIDIA RTX3060,AMD Ryzen 9,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,37499000,,,,
ASUS ROG ZEPHYRUS DUO 16 GX650RM R736G7TO AMD RYZEN 7 6800H 16GB 1TB SSD RTX3060-6GB 16.0 WQXGA IPS 165HZ PKRGB WIN11HOME + OHS BLACK,NVIDIA RTX3060,AMD Ryzen 7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,29999000,,,,
ASUS ROG ZEPHYRUS DUO 16 GX650RM AMD RYZEN 7 6800H 32GB DDR5 1TB SSD RTX3060-6GB 16.0 WUXGA IPS 165HZ SCREENPAD PKRGB NP WIN11HOME BLACK,NVIDIA RTX3060,AMD Ryzen 7,1TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,24999000,,,,
ASUS ROG ZEPHYRUS DUO 16 GX650RM AMD RYZEN 7 6800H 16GB DDR5 1TB SSD RTX3060-6GB 16.0 WUXGA IPS 165HZ SCREENPAD PKRGB NP WIN11HOME BLACK,NVIDIA RTX3060,AMD Ryzen 7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,23999000,,,,
ASUS ROG ZEPHYRUS DUO 16 GX650PZ R948M6TO AMD RYZEN 9 7945HX 32GB 2TB SSD RTX4080-16GB NEBULA 16.0 MINI LED WQXGA 240HZ PKRGB WIN11HOME + OHS BLACK,NVIDIA RTX4080,AMD Ryzen 9,2TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,74499000,,,,
ASUS ROG ZEPHYRUS DUO 15 SE GX551QM AMD RYZEN 7 5800H 32GB 2TB NVME RTX3060-6GB 15.6″ FHD 300HZ IPS TOUCH RGB WIN10HOME BLACK,NVIDIA RTX3060,AMD Ryzen 7,2TB,16 Inch,32GB,Standart Keyboard,Touchscreen,23299000,,,,
ASUS ROG ZEPHYRUS DUO 15 SE GX551QM AMD RYZEN 7 5800H 32GB 1TB SSD RTX3060-6GB 15.6″ FHD 300HZ IPS TOUCH RGB WIN10HOME BLACK,NVIDIA RTX3060,AMD Ryzen 7,1TB,16 Inch,32GB,Standart Keyboard,Touchscreen,22399000,,,,
ASUS ROG ZEPHYRUS DUO 15 SE GX551QM AMD RYZEN 7 5800H 16GB 2TB NVME RTX3060-6GB 15.6″ FHD 300HZ IPS TOUCH RGB WIN10HOME BLACK,NVIDIA RTX3060,AMD Ryzen 7,2TB,16 Inch,16GB,Standart Keyboard,Touchscreen,22899000,,,,
ASUS ROG ZEPHYRUS DUO 15 SE GX551QM AMD RYZEN 7 5800H 16GB 1TB SSD RTX3060-6GB 15.6″ FHD 300HZ IPS TOUCH RGB WIN10HOME BLACK,NVIDIA RTX3060,AMD Ryzen 7,1TB,16 Inch,16GB,Standart Keyboard,Touchscreen,21499000,,,,
ASUS ROG STRIX SCAR G533ZW I97RC6TO INTEL I9 12900H 32GB 1TB SSD RTX3080TI-16GB 15.6 FHD IPS 240HZ PKRGB WIN11HOME + OHS BLACK,NVIDIA RTX3080TI,Intel Core i9,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,59799000,,,,
ASUS ROG STRIX SCAR G533ZW I97RC6TO INTEL I9 12900H 32GB 1TB SSD RTX3070TI-8GB 15.6 FHD IPS 240HZ PKRGB WIN11HOME + OHS BLACK,NVIDIA RTX3070TI,Intel Core i9,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,41799000,,,,
ASUS ROG STRIX SCAR G533ZM I936D6TO INTEL I9 12900H 16GB 1TB SSD RTX3060-6GB 15.6 FHD IPS 300HZ PKRGB WIN11HOME + OHS BLACK,NVIDIA RTX3060,Intel Core i9,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,27899000,,,,
ASUS ROG STRIX SCAR G533ZM I736D7TO INTEL I7 12700H 16GB 512GB RTX3060-6GB 15.6 FHD IPS 300HZ PKRGB WIN11HOME + OHS BLACK,NVIDIA RTX3060,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,26599000,,,,
ASUS ROG STRIX SCAR G17 G733ZM I936H6TO INTEL I9 12900H 16GB 1TB SSD RTX3060-6GB 17.3 FHD IPS 360HZ PKRGB WIN11HOME + OHS BLACK,NVIDIA RTX3060,Intel Core i9,1TB,17 Inch,16GB,Standart Keyboard,Non Touchscreen,31499000,,,,
ASUS ROG STRIX SCAR G17 G733PZ R948C6TO AMD RYZEN 9 7945HX 32GB 2TB SSD RTX4080-12GB 17.3 QHD IPS 240HZ PKRGB NP WIN11HOME + OHS BLACK,NVIDIA RTX4080,AMD Ryzen 9,2TB,17 Inch,32GB,Standart Keyboard,Non Touchscreen,60899000,,,,
ASUS ROG STRIX SCAR G16 G634JZ I948M6TO INTEL I9 13980HX 32GB 2TB SSD RTX4080-12GB NEBBULA 16.0 WQXGA IPS 240HZ PKRGB NP WIN11HOME + OHS BLACK,NVIDIA RTX4080,Intel Core i9,2TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,65999000,,,,
ASUS ROG STRIX SCAR G16 G634JY I949M6TO INTEL I9 13980HX 32GB 2TB SSD RTX4090-16GB NEBBULA 16.0 WQXGA IPS 240HZ PKRGB NP WIN11HOME + OHS BLACK,NVIDIA RTX4090,Intel Core i9,2TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,71399000,,,,
ASUS ROG STRIX G18 G814JV I746J6GO INTEL I7 13650HX 16GB DDR5 512GB RTX4060-8GB 18.0 WUXGA IPS 165HZ PKRGB NP WIN11HOME + OHS ECLIPSE GREY,NVIDIA RTX4060,Intel Core i7,512GB,18 Inch,8GB,Standart Keyboard,Non Touchscreen,30999000,,,,
ASUS ROG STRIX G18 G814JU I745J6GO INTEL I7 13650HX 16GB DDR5 512GB RTX4050-6GB 18.0 WUXGA IPS 165HZ PKRGB NP WIN11HOME + OHS ECLIPSE GREY,NVIDIA RTX4050,Intel Core i7,512GB,18 Inch,16GB,Standart Keyboard,Non Touchscreen,26999000,,,,
ASUS ROG STRIX G17 G713RW R97RH6GO AMD RYZEN 9 6900H 32GB DDR5 1TB SSD RTX3070TI-8GB 17.3 FHD IPS 360HZ PKRGB WIN11HOME + OHS ECLIPSE GREY,NVIDIA RTX3070TI,AMD Ryzen 9,1TB,17 Inch,8GB,Standart Keyboard,Non Touchscreen,36699000,,,,
ASUS ROG STRIX G17 G713RM R736H6GO AMD RYZEN 7 6800H 16GB DDR5 512GB RTX3060-6GB 17.3 FHD IPS 360HZ PKRGB WIN11HOME + OHS ECLIPSE GREY,NVIDIA RTX3060,AMD Ryzen 7,512GB,17 Inch,16GB,Standart Keyboard,Non Touchscreen,23199000,,,,
ASUS ROG STRIX G17 G713RC R735B7GO AMD RYZEN 7 6800H 16GB DDR5 512GB RTX3050-4GB 17.3 FHD IPS 144HZ RGB WIN11HOME + OHS ECLIPSE GREY,NVIDIA RTX3050,AMD Ryzen 7,512GB,17 Inch,16GB,Standart Keyboard,Non Touchscreen,18599000,,,,
ASUS ROG STRIX G16 G614JZ I748C6GO INTEL I9 13980HX 32GB DDR5 1TB SSD RTX4080-12GB NEBULA 16.0 WQXGA IPS 240HZ PKRGB WIN11HOME ECLIPSE GREY,NVIDIA RTX4080,Intel Core i9,1TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,49799000,,,,
ASUS ROG STRIX G16 G614JV INTEL I7 13650HX 32GB DDR5 512GB RTX4060-8GB 16.0 WUXGA IPS 165HZ 4ZRGB WIN11HOME GRAY,NVIDIA RTX4060,Intel Core i7,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,24799000,,,,
ASUS ROG STRIX G16 G614JV INTEL I7 13650HX 32GB DDR5 2TB SSD RTX4060-8GB 16.0 WUXGA IPS 165HZ 4ZRGB WIN11HOME GRAY,NVIDIA RTX4060,Intel Core i7,2TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,26299000,,,,
ASUS ROG STRIX G16 G614JV INTEL I7 13650HX 32GB DDR5 1TB SSD RTX4060-8GB 16.0 WUXGA IPS 165HZ 4ZRGB WIN11HOME GRAY,NVIDIA RTX4060,Intel Core i7,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,25499000,,,,
ASUS ROG STRIX G16 G614JV INTEL I7 13650HX 16GB DDR5 512GB RTX4060-8GB 16.0 WUXGA IPS 165HZ 4ZRGB WIN11HOME GRAY,NVIDIA RTX4060,Intel Core i7,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,23999000,,,,
ASUS ROG STRIX G16 G614JV INTEL I7 13650HX 16GB DDR5 2TB SSD RTX4060-8GB 16.0 WUXGA IPS 165HZ 4ZRGB WIN11HOME GRAY,NVIDIA RTX4060,Intel Core i7,2TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,25499000,,,,
ASUS ROG STRIX G16 G614JV INTEL I7 13650HX 16GB DDR5 1TB SSD RTX4060-8GB 16.0 WUXGA IPS 165HZ 4ZRGB WIN11HOME GRAY,NVIDIA RTX4060,Intel Core i7,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,24699000,,,,
ASUS ROG STRIX G16 G614JV I746J7GO INTEL I7 13650HX 16GB DDR5 1TB SSD RTX4060-8GB 16.0 WUXGA IPS 165HZ 4ZRGB NP WIN11HOME + OHS VOLT GREEN,NVIDIA RTX4060,Intel Core i7,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,30199000,,,,
ASUS ROG STRIX G16 G614JU I745J6RO INTEL I7 13650HX 16GB DDR5 512GB RTX4050-6GB 16.0 WUXGA IPS 165HZ 4ZRGB NP WIN11HOME + OHS VOLT GREEN,NVIDIA RTX4050,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,25199000,,,,
ASUS ROG STRIX G16 G614JU I745J6-O INTEL I7 13650HX 16GB DDR5 512GB RTX4050-6GB 16.0 WUXGA IPS 165HZ 4ZRGB NP WIN11HOME + OHS,NVIDIA RTX4050,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,24999000,,,,
ASUS ROG STRIX G16 G614JU I545J6GO INTEL I5 13540HX 16GB DDR5 512GB RTX4050-6GB 16.0 WUXGA IPS 165HZ 4ZRGB NP WIN11HOME + OHS ECLIPSE GREY,NVIDIA RTX4050,Intel Core i5,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,22499000,,,,
ASUS ROG STRIX G16 G614JI I947C6GO INTEL I9 13980HX 32GB DDR5 1TB SSD RTX4070-8GB 16.0 WQXGA IPS 240HZ PKRGB WIN11HOME ECLIPSE GREY,NVIDIA RTX4070,Intel Core i9,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,40899000,,,,
ASUS ROG STRIX G15 G513RM AMD RYZEN 7 6800H 32GB DDR5 2TB SSD RTX3060-6GB 15.6 WQHD IPS 165HZ PKRGB WIN11HOME ECLIPSE GREY,NVIDIA RTX3060,AMD Ryzen 7,2TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,19899000,,,,
ASUS ROG STRIX G15 G513RM AMD RYZEN 7 6800H 32GB DDR5 2TB SSD RTX3060-6GB 15.6 FHD IPS 300HZ PKRGB WIN11HOME ECLIPSE GREY,NVIDIA RTX3060,AMD Ryzen 7,2TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,20199000,,,,
ASUS ROG STRIX G15 G513RM AMD RYZEN 7 6800H 32GB DDR5 1TB SSD RTX3060-6GB 15.6 WQHD IPS 165HZ PKRGB WIN11HOME ECLIPSE GREY,NVIDIA RTX3060,AMD Ryzen 7,1TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,19099000,,,,
ASUS ROG STRIX G15 G513RM AMD RYZEN 7 6800H 32GB DDR5 1TB SSD RTX3060-6GB 15.6 FHD IPS 300HZ PKRGB WIN11HOME ECLIPSE GREY,NVIDIA RTX3060,AMD Ryzen 7,1TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,19399000,,,,
ASUS ROG STRIX G15 G513RM AMD RYZEN 7 6800H 16GB DDR5 2TB SSD RTX3060-6GB 15.6 WQHD IPS 165HZ PKRGB WIN11HOME ECLIPSE GREY,NVIDIA RTX3060,AMD Ryzen 7,2TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,19099000,,,,
ASUS ROG STRIX G15 G513RM AMD RYZEN 7 6800H 16GB DDR5 2TB SSD RTX3060-6GB 15.6 FHD IPS 300HZ PKRGB WIN11HOME ECLIPSE GREY,NVIDIA RTX3060,AMD Ryzen 7,2TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,19299000,,,,
ASUS ROG STRIX G15 G513RM AMD RYZEN 7 6800H 16GB DDR5 1TB SSD RTX3060-6GB 15.6 WQHD IPS 165HZ PKRGB WIN11HOME ECLIPSE GREY,NVIDIA RTX3060,AMD Ryzen 7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,18299000,,,,
ASUS ROG STRIX G15 G513RM AMD RYZEN 7 6800H 16GB DDR5 1TB SSD RTX3060-6GB 15.6 FHD IPS 300HZ PKRGB WIN11HOME ECLIPSE GREY,NVIDIA RTX3060,AMD Ryzen 7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,18499000,,,,
ASUS ROG STRIX G15 G513QY AMD RYZEN 9 5900HX 32GB 2TB SSD RX6800-12GB 15.6 FHD IPS 300HZ RGB WIN10HOME BLACK ADVANTAGE EDITION,NVIDIA RX6800,AMD Ryzen 9,2TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,19999000,,,,
ASUS ROG STRIX G15 G513QY AMD RYZEN 9 5900HX 32GB 1TB SSD RX6800-12GB 15.6 FHD IPS 300HZ RGB WIN10HOME BLACK ADVANTAGE EDITION,NVIDIA RX6800,AMD Ryzen 9,1TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,18999000,,,,
ASUS ROG STRIX G15 G513QY AMD RYZEN 9 5900HX 16GB 1TB SSD RX6800-12GB 15.6 FHD IPS 300HZ RGB WIN10HOME BLACK ADVANTAGE EDITION,NVIDIA RX6800,AMD Ryzen 9,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,18199000,,,,
ASUS ROG STRIX G15 G513QC AMD RYZEN 7 5800H 32GB 512GB RTX3050-4GB 15.6 FHD IPS 144HZ RGB WIN10HOME GREY,NVIDIA RTX3050,AMD Ryzen 7,512GB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,15799000,,,,
ASUS ROG SCAR G533ZM I736D7TO AMD RYZEN 7 6800H 16GB DDR5 1TB SSD RTX3060 15.6″ FHD IPS 300HZ RGB WIN10HOME + OHS BLACK,NVIDIA RTX3060,AMD Ryzen 7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,28999000,,,,
ASUS ROG SCAR G533QS R938D6TO AMD RYZEN 9 5900HX 32GB 2TB SSD RTX3080-8GB 15.6″ FHD IPS 300HZ RGB WIN10HOME + OHS BLACK,NVIDIA RTX3080,AMD Ryzen 9,2TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,60999000,,,,
ASUS ROG SCAR G17 G733PY R949C6TO AMD RYZEN 9 7945HX 32GB 2TB SSD RTX4090-16GB 17.3 QHD IPS 240HZ PKRGB NP WIN11HOME + OHS BLACK,NVIDIA RTX4090,AMD Ryzen 9,2TB,17 Inch,16GB,Standart Keyboard,Non Touchscreen,68199000,,,,
