Nama,VGA,Processor,Penyimpanan,Ukuran Layar,RAM,Keyboard,Tipe Layar,Harga,0,1,2,3
LENOVO IDEAPAD SLIM 5I PRO 14 INTEL I7 1260P 16GB 1TB SSD RTX2050-4GB 14″ 2.2K 100SRGB BL WIN11HOME + OHS GREY,NVIDIA RTX2050,Intel Core i7,1TB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,16999000,,,,
LENOVO IDEAPAD SLIM 5I PRO 14 INTEL I7 1260P 16GB 1TB SSD RTX2050-4GB 14″ 2.2K 100SRGB BL WIN11HOME + OHS CLOUD GREY,NVIDIA RTX2050,Intel Core i7,1TB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,16999000,,,,
LENOVO IDEAPAD SLIM 5I PRO 14 INTEL I7 1195G7 16GB 1TB SSD MX450-2GB 14″ 2.2K 100SRGB BL WIN11HOME + OHS GREY,NVIDIA MX450,Intel Core i7,1TB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,15499000,,,,
LENOVO IDEAPAD SLIM 5I PRO 14 INTEL I7 1195G7 16GB 1TB SSD MX450-2GB 14″ 2.2K 100SRGB BL WIN11HOME + OHS BLUE,NVIDIA MX450,Intel Core i7,1TB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,15499000,,,,
LENOVO IDEAPAD SLIM 5I 14 INTEL I7 1165G7 16GB 512GB MX450-2GB 14″ FHD IPS BL WIN11HOME + OHS + MCAFEE PLATINUM,NVIDIA MX450,Intel Core i7,512GB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,13799000,,,,
LENOVO IDEAPAD SLIM 5I 14 INTEL I7 1165G7 16GB 512GB MX450-2GB 14″ FHD IPS BL WIN11HOME + OHS + MCAFEE GREY,NVIDIA MX450,Intel Core i7,512GB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,13799000,,,,
LENOVO IDEAPAD SLIM 5I 14 INTEL I7 1165G7 16GB 512GB MX450-2GB 14″ FHD IPS BL WIN11HOME + OHS + MCAFEE BLUE,NVIDIA MX450,Intel Core i7,512GB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,13799000,,,,
LENOVO IDEAPAD SLIM 5I 14 INTEL I5 1235U 16GB 512GB MX550-2GB 14.0 FHD IPS BL WIN11HOME + OHS GREY,NVIDIA MX550,Intel Core i5,512GB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,11499000,,,,
LENOVO IDEAPAD SLIM 5I 14 INTEL I5 1235U 16GB 512GB MX550-2GB 14.0 FHD IPS BL WIN11HOME + OHS BLUE,NVIDIA MX550,Intel Core i5,512GB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,11499000,,,,
LENOVO IDEAPAD SLIM 5 PRO 16 AMD RYZEN 7 6800HS 16GB DDR5 1TB SSD RTX3050TI-4GB 16.0 2.5K WQXGA IPS 120HZ 100SRGB BL WIN11HOME CLOUD GREY,NVIDIA RTX3050TI,AMD Ryzen 7,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,16499000,,,,
LENOVO IDEAPAD SLIM 5 PRO 14 AMD RYZEN 7 6800HS 16GB DDR5 1TB SSD RTX3050TI-4GB 14″ 2.5K 120HZ 100SRGB BL WIN11HOME + OHS STORM GREY,NVIDIA RTX3050TI,AMD Ryzen 7,1TB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,16499000,,,,
LENOVO IDEAPAD SLIM 5 PRO 14 AMD RYZEN 7 6800HS 16GB DDR5 1TB SSD RTX3050TI-4GB 14″ 2.5K 120HZ 100SRGB BL WIN11HOME + OHS COULD GREY,NVIDIA RTX3050TI,AMD Ryzen 7,1TB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,16499000,,,,
LENOVO IDEAPAD SLIM 5 PRO 14 AMD RYZEN 7 5800U 16GB 512GB MX450-2GB 14.0 2.2K IPS 100SRGB BL WIN11HOME + OHS STORM GREY,NVIDIA MX450,AMD Ryzen 7,512GB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,11899000,,,,
LENOVO IDEAPAD SLIM 5 PRO 14 AMD RYZEN 7 5800U 16GB 512GB MX450-2GB 14.0 2.2K IPS 100SRGB BL WIN11HOME + OHS COULD GREY,NVIDIA MX450,AMD Ryzen 7,512GB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,11899000,,,,
LENOVO IDEAPAD SLIM 5 PRO 14 AMD RYZEN 5 5600U 16GB 512GB MX450-2GB 14.0 2.2K IPS 100SRGB BL WIN11HOME + OHS STORM GREY,NVIDIA MX450,AMD Ryzen 5,512GB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,10999000,,,,
LENOVO IDEAPAD SLIM 5 PRO 14 AMD RYZEN 5 5600U 16GB 512GB MX450-2GB 14.0 2.2K IPS 100SRGB BL WIN11HOME + OHS COULD GREY,NVIDIA MX450,AMD Ryzen 5,512GB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,10999000,,,,
LENOVO IDEAPAD SLIM 3I 14 INTEL I7 1165G7 8GB 512GB MX450 14″ FHD IPS WIN11HOME + OHS GREY,NVIDIA MX450,Intel Core i7,512GB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,12099000,,,,
LENOVO IDEAPAD SLIM 3I 14 INTEL I7 1165G7 8GB 512GB MX450 14″ FHD IPS WIN11HOME + OHS GOLD,NVIDIA MX450,Intel Core i7,512GB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,12099000,,,,
LENOVO IDEAPAD SLIM 3I 14 INTEL I7 1165G7 8GB 512GB MX450 14″ FHD IPS WIN11HOME + OHS BLUE,NVIDIA MX450,Intel Core i7,512GB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,12099000,,,,
LENOVO IDEAPAD SLIM 3I 14 INTEL I5 1135G7 8GB 512GB MX350-2GB 14″ FHD BL WIN11HOME + OHS SAND,NVIDIA MX350,Intel Core i5,512GB,14 Inch,8GB,Backlit Keyboard,Non Touchscreen,9799000,,,,
LENOVO IDEAPAD SLIM 3I 14 INTEL I5 1135G7 8GB 512GB MX350-2GB 14″ FHD BL WIN11HOME + OHS BLUE,NVIDIA MX350,Intel Core i5,512GB,14 Inch,8GB,Backlit Keyboard,Non Touchscreen,9799000,,,,
LENOVO IDEAPAD SLIM 3I 14 INTEL I5 1135G7 8GB 512GB MX350-2GB 14″ FHD BL WIN11HOME + OHS ARTIC GREY,NVIDIA MX350,Intel Core i5,512GB,14 Inch,8GB,Backlit Keyboard,Non Touchscreen,9799000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I7 12650H 8GB DDR5 512GB RTX3050TI-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050TI,Intel Core i7,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,16399000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I7 12650H 8GB DDR5 512GB RTX3050-4GB 15.6″ FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,Intel Core i7,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,15699000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I7 12650H 8GB DDR5 1TB SSD RTX3050TI-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050TI,Intel Core i7,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,16999000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I7 12650H 8GB DDR5 1TB SSD RTX3050-4GB 15.6″ FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,Intel Core i7,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,16299000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I7 12650H 16GB DDR5 512GB RTX3050TI-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050TI,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,16999000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I7 12650H 16GB DDR5 512GB RTX3050-4GB 15.6″ FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,16399000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I7 12650H 16GB DDR5 1TB SSD RTX3050TI-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050TI,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,17499000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I7 12650H 16GB DDR5 1TB SSD RTX3050-4GB 15.6″ FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,16999000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 12500H 8GB DDR5 512GB RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,13699000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 12500H 8GB DDR5 1TB SSD RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,Intel Core i5,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,14299000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 12500H 16GB DDR5 512GB RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,14299000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 12500H 16GB DDR5 1TB SSD RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,Intel Core i5,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,14699000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 12450H 8GB 512GB RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,13399000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 12450H 8GB 1TB SSD RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,Intel Core i5,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,14899000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 12450H 16GB 512GB RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,13799000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 12450H 16GB 1TB SSD RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,Intel Core i5,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,15299000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 11300H 8GB 512GB RTX3050-4GB 15.6 FHD IPS 120HZ BL WIN11HOME SHADOW BLACK,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,11599000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 11300H 8GB 512GB GTX1650-4GB 15.6 FHD IPS 120HZ BL WIN11HOME BLACK,NVIDIA GTX1650,Intel Core i5,512GB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,9899000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 11300H 8GB 1TB SSD RTX3050-4GB 15.6 FHD IPS 120HZ BL WIN11HOME SHADOW BLACK,NVIDIA RTX3050,Intel Core i5,1TB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,12099000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 11300H 16GB 512GB RTX3050-4GB 15.6 FHD IPS 120HZ BL WIN11HOME SHADOW BLACK,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,11999000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 11300H 16GB 512GB GTX1650-4GB 15.6 FHD IPS 120HZ BL WIN11HOME SHADOW BLACK,NVIDIA GTX1650,Intel Core i5,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,10299000,,,,
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 11300H 16GB 1TB SSD GTX1650-4GB 15.6 FHD IPS 120HZ BL WIN11HOME SHADOW BLACK,NVIDIA GTX1650,Intel Core i5,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,10299000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 7735HS 8GB 512GB RTX4050-6GB 15.6 WQHD IPS 165HZ 100SRGB BL WIN11HOME + OHS GREY,NVIDIA RTX4050,AMD Ryzen 7,512GB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,18599000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 7735HS 32GB DDR5 512GB RTX4050-6GB 15.6 FHD 120HZ BL WIN11HOME ONYX GREY,NVIDIA RTX4050,AMD Ryzen 7,512GB,15 Inch,32GB,Backlit Keyboard,Non Touchscreen,16699000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 7735HS 32GB DDR5 2TB SSD RTX4050-6GB 15.6 FHD 120HZ BL WIN11HOME ONYX GREY,NVIDIA RTX4050,AMD Ryzen 7,2TB,15 Inch,32GB,Backlit Keyboard,Non Touchscreen,18099000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 7735HS 32GB DDR5 1TB SSD RTX4050-6GB 15.6 FHD 120HZ BL WIN11HOME ONYX GREY,NVIDIA RTX4050,AMD Ryzen 7,1TB,15 Inch,32GB,Backlit Keyboard,Non Touchscreen,17199000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 7735HS 16GB DDR5 512GB RTX4050-6GB 15.6 FHD 120HZ BL WIN11HOME ONYX GREY,NVIDIA RTX4050,AMD Ryzen 7,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,15899000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 7735HS 16GB DDR5 2TB SSD RTX4050-6GB 15.6 FHD 120HZ BL WIN11HOME ONYX GREY,NVIDIA RTX4050,AMD Ryzen 7,2TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,17299000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 7735HS 16GB DDR5 1TB SSD RTX4050-6GB 15.6 FHD 120HZ BL WIN11HOME ONYX GREY,NVIDIA RTX4050,AMD Ryzen 7,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,16399000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 8GB DDR5 512GB RTX3050TI-4GB 15.6″ FHD 165HZ 100SRGB BL WIN11HOME + OHS WHITE,NVIDIA RTX3050TI,AMD Ryzen 7,512GB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,15199000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 8GB DDR5 1TB SSD RTX3050TI-4GB 15.6″ FHD 165HZ 100SRGB BL WIN11HOME + OHS WHITE,NVIDIA RTX3050TI,AMD Ryzen 7,1TB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,15799000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 32GB DDR5 512GB RTX3050-4GB 15.6 FHD 120HZ BL WIN11HOME GREY,NVIDIA RTX3050,AMD Ryzen 7,512GB,16 Inch,32GB,Backlit Keyboard,Non Touchscreen,14499000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 32GB DDR5 2TB SSD RTX3050TI-4GB 15.6 FHD 120HZ BL WIN11HOME GREY,NVIDIA RTX3050TI,AMD Ryzen 7,2TB,16 Inch,32GB,Backlit Keyboard,Non Touchscreen,16399000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 32GB DDR5 1TB SSD RTX3050TI-4GB 15.6 FHD 120HZ BL WIN11HOME GREY,NVIDIA RTX3050TI,AMD Ryzen 7,1TB,16 Inch,32GB,Backlit Keyboard,Non Touchscreen,15499000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 32GB DDR5 1TB SSD RTX3050-4GB 15.6 FHD 120HZ BL WIN11HOME GREY,NVIDIA RTX3050,AMD Ryzen 7,1TB,16 Inch,32GB,Backlit Keyboard,Non Touchscreen,14999000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 16GB DDR5 512GB RTX3050TI-4GB 15.6″ FHD 165HZ 100SRGB BL WIN11HOME + OHS WHITE,NVIDIA RTX3050TI,AMD Ryzen 7,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,16599000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 16GB DDR5 512GB RTX3050-4GB 15.6 FHD 120HZ BL WIN11HOME GREY,NVIDIA RTX3050,AMD Ryzen 7,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,13599000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 16GB DDR5 2TB SSD RTX3050TI-4GB 15.6 FHD 120HZ BL WIN11HOME GREY,NVIDIA RTX3050TI,AMD Ryzen 7,2TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,15399000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 16GB DDR5 1TB SSD RTX3050TI-4GB 15.6″ FHD 165HZ 100SRGB BL WIN11HOME + OHS WHITE,NVIDIA RTX3050TI,AMD Ryzen 7,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,17199000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 16GB DDR5 1TB SSD RTX3050-4GB 15.6 FHD 120HZ BL WIN11HOME GREY,NVIDIA RTX3050,AMD Ryzen 7,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,14099000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 5800H 8GB 512GB RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS SHADOW BLACK,NVIDIA RTX3050,AMD Ryzen 7,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,12599000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 5800H 8GB 1TB SSD RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS SHADOW BLACK,NVIDIA RTX3050,AMD Ryzen 7,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,13099000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 5800H 16GB 512GB RTX3050-4GB 15.6″ FHD 120HZ BL WIN11HOME BLACK,NVIDIA RTX3050,AMD Ryzen 7,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,11199000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 5800H 16GB 512GB RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS SHADOW BLACK,NVIDIA RTX3050,AMD Ryzen 7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,12999000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 5 7535HS 8GB 512GB RTX4050-6GB 15.6 WQHD IPS 165HZ 100SRGB BL WIN11HOME + OHS GREY,NVIDIA RTX4050,AMD Ryzen 5,512GB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,17099000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 5 7535HS 8GB 512GB RTX2050-4GB 15.6 FHD IPS 120HZ BL WIN11HOME + OHS GREY,NVIDIA RTX2050,AMD Ryzen 5,512GB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,12399000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 5 5600H 8GB 512GB RTX3050-4GB 15.6 FHD IPS 165HZ 100SRGB 4ZRGB WIN11HOME + OHS SHADOW BLACK,NVIDIA RTX3050,AMD Ryzen 5,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,12099000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 5 5600H 8GB 1TB SSD RTX3050-4GB 15.6 FHD IPS 165HZ 4ZRGB WIN11HOME + OHS SHADOW BLACK,NVIDIA RTX3050,AMD Ryzen 5,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,12699000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 5 5600H 16GB 512GB RTX3050-4GB 15.6 FHD IPS 165HZ 4ZRGB WIN11HOME + OHS SHADOW BLACK,NVIDIA RTX3050,AMD Ryzen 5,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,12599000,,,,
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 5 5600H 16GB 1TB SSD RTX3050-4GB 15.6 FHD IPS 165HZ 4ZRGB WIN11HOME + OHS SHADOW BLACK,NVIDIA RTX3050,AMD Ryzen 5,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,13099000,,,,
LENOVO IDEADPAD SLIM 3I 15 i7 1165G7 8GB 512GB MX450 FHD WIN10HOME + OHS GREY,Intel Iris XE,Intel Core i7,512GB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,13599000,,,,
LENOVO IDEADPAD SLIM 3I 15 i7 1165G7 8GB 512GB MX450 FHD WIN10HOME + OHS GOLD,Intel Iris XE,Intel Core i7,512GB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,13599000,,,,
LENOVO IDEADPAD SLIM 3I 15 i7 1165G7 8GB 512GB MX450 FHD WIN10HOME + OHS BLUE,Intel Iris XE,Intel Core i7,512GB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,13599000,,,,
HP VICTUS 16 S0047AX AMD RYZEN 5 7640HS 16GB DDR5 1TB SD RTX4060-8GB 16.1 FHD IPS 100SRGB 144HZ BL WIN11HOME + OHS MICA SILVER,NVIDIA RTX4060,AMD Ryzen 5,1TB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,22499000,,,,
HP VICTUS 16 S0010AX AMD RYZEN 5 7640HS 16GB DDR5 1TB SD RTX4060-8GB 16.1 FHD IPS 100SRGB 144HZ BL WIN11HOME + OHS MICA SILVER,NVIDIA RTX4060,AMD Ryzen 5,1TB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,22499000,,,,
HP VICTUS 16 S0009AX AMD RYZEN 5 7640HS 16GB DDR5 512GB RTX4060-8GB 16.1 FHD IPS 100SRGB 144HZ BL WIN11HOME + OHS MICA SILVER,NVIDIA RTX4060,AMD Ryzen 5,512GB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,18999000,,,,
HP VICTUS 16 R0052TX INTEL I7 13700HX 16GB DDR5 1TB SSD RTX4060-8GB 16.1 FHD IPS 100SRGB 165HZ BL WIN11HOME + OHS BLUE,NVIDIA RTX4060,Intel Core i7,1TB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,23499000,,,,
HP VICTUS 16 R0017TX INTEL I7 13700HX 16GB DDR5 1TB SSD RTX4060-8GB 16.1 FHD IPS 100SRGB 165HZ BL WIN11HOME + OHS MICA SILVER,NVIDIA RTX4060,Intel Core i7,1TB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,23499000,,,,
HP VICTUS 16 INTEL I7 11800H 32GB 1TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ BL WIN11HOME MICA SILVER,NVIDIA RTX3050TI,Intel Core i7,1TB,16 Inch,32GB,Backlit Keyboard,Non Touchscreen,14999000,,,,
HP VICTUS 16 INTEL I7 11800H 16GB 1TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ BL WIN11HOME MICA SILVER,NVIDIA RTX3050TI,Intel Core i7,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,14299000,,,,
HP VICTUS 16 INTEL I5 12500H 32GB DDR5 2TB SSD RTX3050TI-4GB 16.1 FHD 144HZ BL WIN11HOME BLUE,NVIDIA RTX3050TI,Intel Core i5,2TB,16 Inch,32GB,Backlit Keyboard,Non Touchscreen,15899000,,,,
HP VICTUS 16 INTEL I5 12500H 32GB DDR5 1TB SSD RTX3050TI-4GB 16.1 FHD 144HZ BL WIN11HOME BLUE,NVIDIA RTX3050TI,Intel Core i5,1TB,16 Inch,32GB,Backlit Keyboard,Non Touchscreen,14699000,,,,
HP VICTUS 16 INTEL I5 12500H 16GB DDR5 512GB RTX3050TI-4GB 16.1 FHD 144HZ BL WIN11HOME BLUE,NVIDIA RTX3050TI,Intel Core i5,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,12999000,,,,
HP VICTUS 16 INTEL I5 12500H 16GB DDR5 1TB SSD RTX3050TI-4GB 16.1 FHD 144HZ BL WIN11HOME BLUE,NVIDIA RTX3050TI,Intel Core i5,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,13699000,,,,
HP VICTUS 16 E1091AX AMD RYZEN 7 6800H 16GB DDR5 512GB RTX3050-4GB 16.1 FHD IPS 144HZ BL WIN11HOME + OHS GREY,NVIDIA RTX3050,AMD Ryzen 7,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,14799000,,,,
HP VICTUS 16 E1090AX AMD RYZEN 5 6600H 16GB DDR5 512GB RTX3050-4GB 16.1 FHD IPS 144HZ BL WIN11HOME + OHS GREY,NVIDIA RTX3050,AMD Ryzen 5,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,13799000,,,,
HP VICTUS 16 D1095TX INTEL I7 12700H 16GB DDR5 512GB RTX3060-6GB 16.1 FHD IPS 100SRGB 144HZ BL WIN11HOME + OHS MICA SILVER,NVIDIA RTX3060,Intel Core i7,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,17999000,,,,
HP VICTUS 16 AMD RYZEN 5 5600H 32GB 1TB SSD RTX3050TI-4GB 16.1 FHD IPS 144HZ BL WIN11HOME BLUE,NVIDIA RTX3050TI,AMD Ryzen 5,1TB,16 Inch,32GB,Backlit Keyboard,Non Touchscreen,14499000,,,,
HP VICTUS 16 AMD RYZEN 5 5600H 16GB 512GB RTX3050TI-4GB 16.1 FHD IPS 144HZ BL WIN11HOME BLUE,NVIDIA RTX3050TI,AMD Ryzen 5,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,12999000,,,,
HP VICTUS 16 AMD RYZEN 5 5600H 16GB 1TB SSD RTX3050TI-4GB 16.1 FHD IPS 144HZ BL WIN11HOME BLUE,NVIDIA RTX3050TI,AMD Ryzen 5,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,13699000,,,,
HP VICTUS 15 INTEL I7 12700H 32GB 1TB SSD RTX3050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME MICA SILVER,NVIDIA RTX3050TI,Intel Core i7,1TB,15 Inch,4GB,Backlit Keyboard,Non Touchscreen,15099000,,,,
